object_id,post_id,ms_space_num,active_meter_flag,reason_code,cap_color,work_order,meter_status,is_active,is_temporary,shape,meter_type_id,street_type_id,location_id,district_id,street_id,route_id,vendor_id,zone_id
150183,205-03120,0,U,U9,-,,Unmetered,0,0,POINT (-122.403061799 37.779880498),1,1,1,267,205.0,739,1,1
150453,593-07300,0,M,-,Grey,,Active,1,0,POINT (-122.417327402 37.7853053),2,1,2,278,593.0,417,2,2
150473,330-05600,0,U,U2,-,,Unmetered,0,0,POINT (-122.398147199 37.7771694),1,1,3,267,330.0,739,1,1
151030,470-09390,0,M,UV,Grey,,Active,1,0,POINT (-122.405786801 37.7807081),2,1,4,218,470.0,845,2,3
151119,210-00620,0,U,U1,Grey,,Unmetered,0,0,POINT (-122.4161056 37.775312702),2,1,5,218,210.0,739,2,3
151538,700-02010,0,U,U1,-,,Unmetered,0,0,POINT (-122.422244802 37.769747202),1,1,6,273,700.0,739,1,4
151736,686-02460,0,U,U1,-,,Unmetered,0,0,POINT (-122.413931697 37.782872899),1,1,7,220,686.0,739,1,5
151874,223-32040,0,M,-,Green,,Active,1,0,POINT (-122.416747302 37.753994499),2,1,8,186,223.0,447,3,6
151921,725-00570,0,U,U6,Blue,,Unmetered,0,0,POINT (-122.466716302 37.739831301),1,1,9,8,725.0,739,2,7
152271,440-18300,0,U,U9,Grey,,Unmetered,0,0,POINT (-122.433891898 37.784441601),2,1,10,276,440.0,739,2,8
152453,700-10050,0,U,UB,Grey,,Unmetered,0,0,POINT (-122.420990903 37.7566974),2,1,11,186,700.0,739,2,6
152725,440-30060,0,U,U5,Grey,,Unmetered,0,0,POINT (-122.451484998 37.782076401),2,1,12,193,440.0,739,2,9
152804,462-00010,0,U,U8,-,,Unmetered,0,0,POINT (-122.422407198 37.7730669),1,1,13,273,462.0,739,1,10
152884,327-04410,0,U,U1,-,,Unmetered,0,0,POINT (-122.405236803 37.797967198),1,1,14,226,327.0,739,1,11
152967,600-04300,0,T,UY,Grey,,Temporarily Inactive,0,1,POINT (-122.4032354 37.797392602),2,1,15,226,600.0,845,2,11
153117,216-29030,0,M,-,Yellow,,Active,1,0,POINT (-122.417701598 37.765101298),2,1,16,186,216.0,845,2,6
153189,440-15020,0,U,U6,Blue,,Unmetered,0,0,POINT (-122.428197602 37.7851088),1,1,17,276,440.0,739,1,8
153298,400-03190,0,U,U1,-,,Unmetered,0,0,POINT (-122.413268298 37.783791003),1,1,18,220,400.0,739,1,5
154016,568-18480,0,U,UF,-,,Unmetered,0,0,POINT (-122.419927301 37.766786697),1,1,19,218,568.0,739,1,46
154103,418-09650,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.4049219 37.778931103),2,1,20,218,418.0,739,2,3
154305,650-24060,0,U,U5,-,,Unmetered,0,0,POINT (-122.432708944 37.79005716),1,1,21,276,650.0,739,1,13
154813,612-07060,0,U,U5,-,,Unmetered,0,0,POINT (-122.4191391 37.783347701),1,1,22,278,612.0,739,1,2
155915,563-01090,0,U,U1,-,,Unmetered,0,0,POINT (-122.414127717 37.780808502),1,1,23,220,563.0,739,1,5
155938,616-02050,0,U,U4,-,,Unmetered,0,0,POINT (-122.408138417 37.786572005),1,1,24,281,616.0,739,1,14
156016,209-02620,0,U,U1,-,,Unmetered,0,0,POINT (-122.411861602 37.773835),1,1,25,218,209.0,739,1,3
156455,121-13010,0,U,U6,Grey,,Unmetered,0,0,POINT (-122.479322299 37.763274803),2,1,26,187,121.0,739,2,15
156502,686-01460,0,U,U1,-,,Unmetered,0,0,POINT (-122.412296902 37.783080301),1,1,27,220,686.0,739,1,5
156604,612-09240,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.419598998 37.785622901),2,1,28,278,612.0,739,2,2
157068,470-02260,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.394219998 37.790066902),2,1,29,281,470.0,739,2,109
157185,470-05060,0,M,-,Yellow,,Active,1,0,POINT (-122.396326398 37.788402899),2,1,30,281,470.0,845,2,109
157584,580-00250,0,U,U9,-,,Unmetered,0,0,POINT (-122.396987099 37.788586697),1,1,31,281,580.0,739,1,109
157752,568-51360,0,U,U1,-,,Unmetered,0,0,POINT (-122.44149752 37.715984305),1,1,32,138,568.0,739,1,17
157782,470-11720,0,M,-,Grey,,Active,1,0,POINT (-122.411011549 37.776805214),2,1,33,218,470.0,845,2,3
157829,208-02020,0,U,U8,-,,Unmetered,0,0,POINT (-122.411520403 37.776028701),1,1,34,218,208.0,739,1,3
157874,684-01740,0,U,U5,-,,Unmetered,0,0,POINT (-122.392205011 37.779405293),1,1,35,267,684.0,739,1,44
158475,612-01060,0,U,U9,-,,Unmetered,0,0,POINT (-122.418007303 37.7777294),1,1,36,257,612.0,739,1,19
158887,211-00680,0,U,U1,Grey,,Unmetered,0,0,POINT (-122.417385328 37.774425839),2,1,37,218,211.0,739,2,20
159311,208-02240,0,U,U1,Yellow,,Unmetered,0,0,POINT (-122.411062902 37.775660897),2,1,38,218,208.0,739,2,3
159621,400-01480,0,U,U9,-,,Unmetered,0,0,POINT (-122.410830499 37.784220799),1,1,39,220,400.0,739,1,5
159712,209-01020,0,U,U1,-,,Unmetered,0,0,POINT (-122.414681515 37.776082903),1,1,40,218,209.0,739,1,3
159762,700-14180,0,U,U3,-,,Unmetered,0,0,POINT (-122.420558402 37.749915999),1,1,41,261,700.0,739,1,21
159793,370-01220,0,M,-,Grey,,Active,1,0,POINT (-122.4187 37.764365098),2,1,42,186,370.0,845,2,6
160231,365-06130,0,U,U4,-,,Unmetered,0,0,POINT (-122.415421502 37.739011098),1,1,43,214,365.0,739,1,22
160422,205-05040,0,M,-,Grey,,Active,1,0,POINT (-122.400173099 37.7775779),2,1,44,267,205.0,845,2,1
160648,915-00160,0,U,U6,Grey,,Unmetered,0,0,POINT (-122.474567301 37.732050397),2,2,45,208,591.0,739,2,23
160728,686-02050,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.412642197 37.782911601),2,1,46,220,686.0,739,2,5
160886,664-09310,0,U,U9,-,,Unmetered,0,0,POINT (-122.408141803 37.794804399),1,1,47,226,664.0,739,1,24
161480,667-00100,0,U,UB,Grey,,Unmetered,0,0,POINT (-122.419213 37.774496299),2,1,48,218,667.0,739,2,20
161572,210-02550,0,M,-,Grey,,Active,1,0,POINT (-122.413000501 37.773069599),2,1,49,218,210.0,845,2,3
161962,568-17220,0,M,-,Yellow,,Active,1,0,POINT (-122.420166302 37.769280397),2,1,50,218,568.0,845,2,46
162279,500-07090,0,M,-,Grey,,Active,1,0,POINT (-122.406992499 37.795940499),2,1,51,226,500.0,845,2,24
162708,915-00020,0,U,U7,Grey,,Unmetered,0,0,POINT (-122.474732497 37.732133998),2,2,52,208,591.0,739,2,23
163171,547-00020,0,U,U9,-,,Unmetered,0,0,POINT (-122.41831139 37.777986176),1,1,53,257,547.0,739,1,25
163203,205-06130,0,T,UC,Grey,,Temporarily Inactive,0,1,POINT (-122.398350156 37.776366667),2,1,54,267,205.0,845,2,1
163623,562-00290,0,T,UD,Red,,Temporarily Inactive,0,1,POINT (-122.4093456 37.784193999),2,1,55,220,562.0,845,2,5
163886,845-05090,0,U,U9,Grey,,Unmetered,0,0,POINT (-122.387921816 37.76531979),2,1,56,267,845.0,739,2,45
164203,563-01105,0,U,UK,-,,Unmetered,0,0,POINT (-122.414084619 37.780937971),1,1,57,220,563.0,739,1,5
164422,500-08390,0,M,-,Grey,,Active,1,0,POINT (-122.409435509 37.795634965),2,1,58,226,500.0,845,2,24
164489,490-16030,0,U,U2,-,,Unmetered,0,0,POINT (-122.475136801 37.763574802),1,1,59,187,490.0,739,2,27
164684,612-19320,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.421483229 37.794922438),2,1,60,278,612.0,739,2,28
164738,440-22100,0,T,U9,Grey,,Temporarily Inactive,0,1,POINT (-122.4399381 37.783392398),2,1,61,266,440.0,845,3,29
164938,470-11110,0,M,-,Yellow,,Active,1,0,POINT (-122.409672701 37.777637099),2,1,62,218,470.0,845,2,3
164971,549-22310,0,T,U8,Grey,,Temporarily Inactive,0,1,POINT (-122.438916402 37.7993673),2,1,63,145,549.0,845,3,143
165298,612-22330,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.4221812 37.797601401),2,1,64,278,612.0,739,2,28
165930,561-00540,0,M,-,Red,,Active,1,0,POINT (-122.395223899 37.791972802),2,1,65,281,561.0,845,2,109
166847,700-09560,0,U,U4,-,,Unmetered,0,0,POINT (-122.421247601 37.757114199),1,1,66,186,700.0,739,1,6
167035,562-00050,0,U,U1,-,,Unmetered,0,0,POINT (-122.4092372 37.783653802),1,1,67,220,562.0,739,1,5
167770,218-34010,0,U,U1,-,,Unmetered,0,0,POINT (-122.419517498 37.761771201),1,1,68,186,218.0,739,1,6
169279,216-31140,0,M,UY,Yellow,,Active,1,0,POINT (-122.422509698 37.764948602),2,1,69,186,216.0,845,2,6
169472,411-11360,0,T,UY,Grey,,Temporarily Inactive,0,1,POINT (-122.437323198 37.774164398),2,1,70,204,411.0,845,3,31
169501,207-03350,0,M,-,Grey,,Active,1,0,POINT (-122.406887385 37.776109949),2,1,71,218,207.0,845,2,3
169595,440-52010,0,T,UD,Yellow,,Temporarily Inactive,0,1,POINT (-122.4752525 37.780387799),2,1,72,53,440.0,845,2,32
169610,502-03290,0,T,U8,Grey,,Temporarily Inactive,0,1,POINT (-122.412827002 37.7847042),2,1,73,220,502.0,845,2,5
170069,208-03490,0,M,-,Grey,,Active,1,0,POINT (-122.408729762 37.77399582),2,1,74,267,208.0,845,2,1
170227,568-25300,0,M,-,Grey,,Active,1,0,POINT (-122.4188984 37.756070602),2,1,75,186,568.0,845,2,6
170429,470-01230,0,U,U5,Grey,,Unmetered,0,0,POINT (-122.392693657 37.791052843),2,1,76,281,470.0,739,2,109
170460,325-05006,0,P,-,Grey,,Pay-by-license plate,0,0,POINT (-122.416364601 37.8053509),3,1,77,264,,751,4,47
171039,593-06320,0,U,U1,-,,Unmetered,0,0,POINT (-122.415749598 37.785499497),1,1,78,220,593.0,739,1,5
171197,363-02230,0,M,UY,Yellow,,Active,1,0,POINT (-122.406286502 37.797485798),2,1,79,226,363.0,845,2,24
171327,667-01840,0,M,-,Grey,,Active,1,0,POINT (-122.417906698 37.770494102),2,1,80,218,667.0,845,2,20
171760,370-01570,0,U,U2,-,,Unmetered,0,0,POINT (-122.418492542 37.763720197),1,1,81,186,370.0,739,1,6
171853,330-03030,0,U,U9,Grey,,Unmetered,0,0,POINT (-122.392133899 37.7816785),2,1,82,267,330.0,739,2,44
172952,206-03490,0,M,-,Grey,,Active,1,0,POINT (-122.404284128 37.777568037),2,1,83,218,206.0,845,2,3
173344,563-01012,0,U,U8,-,,Unmetered,0,0,POINT (-122.413811116 37.780847702),1,1,84,220,563.0,739,1,5
173759,386-01010,0,U,U1,-,,Unmetered,0,0,POINT (-122.396717799 37.7946713),1,1,85,281,386.0,739,1,91
173767,359-04020,0,U,UD,Grey,,Unmetered,0,0,POINT (-122.400482699 37.795030202),2,1,86,281,359.0,739,2,35
174390,440-31090,0,M,-,Grey,,Active,1,0,POINT (-122.452488301 37.781673198),2,1,87,193,440.0,518,2,36
174773,443-00610,0,U,U9,-,,Unmetered,0,0,POINT (-122.422329901 37.773245999),1,1,88,218,443.0,739,1,37
174817,330-08180,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.4037972 37.772705399),2,1,89,253,330.0,739,2,38
175742,212-02230,0,M,-,Grey,,Active,1,0,POINT (-122.416062956 37.771409254),2,1,90,218,212.0,845,2,20
176296,580-00610,0,U,U9,-,,Unmetered,0,0,POINT (-122.397925498 37.787847699),1,1,91,281,580.0,739,1,109
177127,443-13070,0,M,-,Grey,,Active,1,0,POINT (-122.424849998 37.785733),2,1,92,278,443.0,91,2,39
177277,561-02063,3,U,U1,Black,,Unmetered,0,0,POINT (-122.393204598 37.790358498),3,1,93,281,561.0,739,5,109
177429,463-01480,0,M,-,Red,,Active,1,0,POINT (-122.396610198 37.783638301),2,1,94,267,463.0,845,2,44
177672,570-03750,0,U,U5,-,,Unmetered,0,0,POINT (-122.405665752 37.782493114),1,1,95,281,570.0,739,1,40
178359,684-03304,0,U,U3,-,,Unmetered,0,0,POINT (-122.395839315 37.776558805),1,1,96,267,684.0,739,1,1
178680,720-09190,0,U,U9,-,,Unmetered,0,0,POINT (-122.408809801 37.794809998),1,1,97,226,720.0,739,1,24
178949,440-05220,0,U,U1,-,,Unmetered,0,0,POINT (-122.412285302 37.786906098),1,1,98,220,440.0,739,1,41
180119,542-11290,0,U,U1,-,,Unmetered,0,0,POINT (-122.418709298 37.788785902),1,1,99,278,542.0,739,1,42
180328,440-58040,0,T,U8,Grey,,Temporarily Inactive,0,1,POINT (-122.481790501 37.780364201),2,1,100,53,440.0,845,2,32
181317,363-04155,0,U,U4,-,,Unmetered,0,0,POINT (-122.408431616 37.798976702),1,1,101,226,363.0,739,1,24
181563,686-06330,0,M,-,Grey,,Active,1,0,POINT (-122.419712701 37.782017303),2,1,102,257,686.0,845,2,25
181735,614-21250,0,U,U1,-,,Unmetered,0,0,POINT (-122.437224209 37.784563708),1,1,103,266,614.0,739,1,43
181992,420-03130,0,U,U1,Grey,,Unmetered,0,0,POINT (-122.3930899 37.787710397),2,1,104,267,420.0,739,2,44
182158,705-15190,0,M,-,Grey,,Active,1,0,POINT (-122.4226184 37.796759299),2,1,105,278,705.0,135,2,28
182665,651-06170,0,M,-,Yellow,,Active,1,0,POINT (-122.401862198 37.796259),2,1,106,281,651.0,845,2,35
182945,831-05530,0,U,U1,-,,Unmetered,0,0,POINT (-122.387695402 37.7859947),1,1,107,267,831.0,739,1,44
183073,684-03653,0,U,U5,-,,Unmetered,0,0,POINT (-122.39624952 37.775924803),1,1,108,267,684.0,739,1,45
184039,681-25280,0,U,U1,-,,Unmetered,0,0,POINT (-122.415339198 37.806232699),1,1,109,264,681.0,739,1,47
184043,681-26240,0,M,-,Grey,,Active,1,0,POINT (-122.4155255 37.8071648),2,1,110,264,681.0,210,2,47
184157,930-00002,0,P,-,Grey,,Pay-by-license plate,0,0,POINT (-122.420686378 37.764347645),3,2,111,218,473.0,739,6,46
184638,471-15090,0,M,-,Grey,,Active,1,0,POINT (-122.412702595 37.770372125),2,1,112,218,471.0,845,2,20
185289,847-03110,0,U,U9,-,,Unmetered,0,0,POINT (-122.417862301 37.807901),1,1,113,264,847.0,739,1,47
186452,816-04001,0,U,-,Yellow,,Unmetered,0,0,POINT (-122.387841388 37.766921746),3,1,114,245,,739,4,131
186559,462-05191,19,U,-,Black,,Unmetered,0,0,POINT (-122.430930398 37.771982902),3,1,115,59,462.0,739,4,49
186715,701-18150,0,M,-,Red,,Active,1,0,POINT (-122.422944098 37.792604602),2,1,116,278,701.0,714,2,50
186783,592-03120,12,M,-,Grey,,Active,1,0,POINT (-122.424031798 37.775219121),3,1,117,257,592.0,845,4,51
186828,664-09006,0,P,-,Yellow,,Pay-by-license plate,0,0,POINT (-122.407947885 37.794641004),3,1,118,226,,739,4,24
186895,400-09003,0,P,-,Grey,,Pay-by-license plate,0,0,POINT (-122.4232962 37.782525402),3,1,119,257,,63,4,52
187412,216-30006,0,P,-,Grey,,Pay-by-license plate,0,0,POINT (-122.420305 37.765081801),3,1,120,186,,882,4,6
187591,471-11330,0,M,-,Grey,,Active,1,0,POINT (-122.407258587 37.774680616),2,1,121,218,471.0,110,2,3
152244,591-19310,0,M,-,Grey,,Active,1,0,POINT (-122.463273301 37.725563),2,1,122,190,591.0,437,2,53
158688,542-00070,7,M,-,Grey,,Active,1,0,POINT (-122.416539497 37.778034099),3,1,123,257,542.0,895,5,19
150726,202-06510,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.390759797 37.780913803),2,1,124,267,202.0,739,2,44
150973,691-15150,0,M,-,Yellow,,Active,1,0,POINT (-122.424638098 37.798406801),2,1,125,65,691.0,505,3,54
150150,650-36390,0,M,-,Yellow,,Active,1,0,POINT (-122.453414602 37.787314),2,1,126,232,650.0,329,3,55
160903,470-05530,0,M,-,Grey,,Active,1,0,POINT (-122.397229699 37.787465098),2,1,127,281,470.0,731,2,109
155466,401-07040,0,M,-,Yellow,,Active,1,0,POINT (-122.418006599 37.784271303),2,1,128,278,401.0,464,2,2
155891,680-12040,0,M,-,Grey,,Active,1,0,POINT (-122.479197901 37.742978298),2,1,129,96,680.0,130,2,56
157456,218-34330,0,M,-,Grey,,Active,1,0,POINT (-122.4206443 37.761703101),2,1,130,186,218.0,599,2,6
155740,614-11010,0,U,U1,-,,Unmetered,0,0,POINT (-122.420052498 37.786730302),1,1,131,278,614.0,739,1,57
160010,440-35250,0,M,UY,Grey,,Active,1,0,POINT (-122.457188397 37.781204101),2,1,132,193,440.0,518,2,36
161947,725-03570,0,M,-,Yellow,,Active,1,0,POINT (-122.469943598 37.737079601),2,1,133,8,725.0,307,2,7
152280,114-04030,0,M,-,Grey,,Active,1,0,POINT (-122.472904245 37.780421951),2,1,134,53,114.0,916,2,32
158143,701-10010,0,U,U8,-,,Unmetered,0,0,POINT (-122.421378398 37.784859399),1,1,135,278,701.0,739,1,58
153102,445-00690,0,M,-,Grey,,Active,1,0,POINT (-122.4003764 37.800531899),2,1,136,226,445.0,512,2,59
158617,359-08010,0,M,-,Grey,,Active,1,0,POINT (-122.406392399 37.794211301),2,1,137,226,359.0,580,2,24
155518,363-12200,0,M,-,Green,,Active,1,0,POINT (-122.417877299 37.805736502),2,1,138,264,363.0,210,3,47
151403,224-33450,0,T,UD,Grey,,Temporarily Inactive,0,1,POINT (-122.4201276 37.752071299),2,1,139,186,224.0,93,2,6
151746,546-27220,0,M,-,Grey,,Active,1,0,POINT (-122.418791201 37.8066126),2,1,140,264,546.0,210,2,47
155590,571-09060,0,M,-,Yellow,,Active,1,0,POINT (-122.403674002 37.7975668),2,1,141,226,571.0,845,2,11
155767,490-23370,0,M,-,Grey,,Active,1,0,POINT (-122.483330698 37.7632197),2,1,142,187,490.0,153,3,15
151117,686-03260,0,M,-,Grey,,Active,1,0,POINT (-122.414897499 37.782753301),2,1,143,220,686.0,620,2,5
160063,606-04050,0,M,-,Yellow,,Active,1,0,POINT (-122.402880102 37.791797402),2,1,144,281,606.0,740,2,91
152903,657-25430,0,M,UV,Grey,,Active,1,0,POINT (-122.404212199 37.729331101),2,1,145,100,657.0,152,2,60
157385,133-18100,0,M,-,Grey,,Active,1,0,POINT (-122.4913279 37.7533225),2,1,146,72,133.0,175,2,61
160088,904-00150,0,M,-,Grey,,Active,1,0,POINT (-122.467336502 37.782050897),2,2,147,279,109.0,86,3,62
159212,847-03570,0,U,U9,-,,Unmetered,0,0,POINT (-122.418863799 37.807772298),1,1,148,264,847.0,739,1,47
152711,334-30020,0,M,-,Grey,,Active,1,0,POINT (-122.432169601 37.7976712),2,1,149,65,334.0,505,3,54
156166,650-16580,0,U,U1,Grey,,Unmetered,0,0,POINT (-122.420759501 37.791564201),2,1,150,278,650.0,739,2,42
153954,690-08150,0,U,U8,Yellow,,Unmetered,0,0,POINT (-122.4655654 37.740702701),2,1,151,8,690.0,739,2,7
160998,684-00730,0,M,-,Grey,,Active,1,0,POINT (-122.390005102 37.780899598),2,1,152,267,684.0,529,2,45
154269,605-00200,20,M,-,Grey,,Active,1,0,POINT (-122.421496197 37.774254699),3,1,153,257,605.0,896,5,63
151667,664-08060,0,M,-,Grey,,Active,1,0,POINT (-122.407693198 37.793387902),2,1,154,226,664.0,696,2,24
158699,471-10400,0,M,-,Grey,,Active,1,0,POINT (-122.4051903 37.776518199),2,1,155,218,471.0,845,2,3
151582,340-00345,0,T,UX,Grey,,Temporarily Inactive,0,1,POINT (-122.396813001 37.776968798),2,1,156,267,340.0,845,2,1
154282,568-23500,0,U,UF,-,,Unmetered,0,0,POINT (-122.419156501 37.7587663),1,1,157,186,568.0,739,1,6
152533,402-01060,0,M,-,Grey,,Active,1,0,POINT (-122.419220103 37.781693398),2,1,158,257,402.0,91,2,25
159041,443-04090,0,M,-,Yellow,,Active,1,0,POINT (-122.423126198 37.777185297),2,1,159,257,443.0,720,2,51
159486,224-32200,0,M,-,Yellow,,Active,1,0,POINT (-122.417167201 37.752362599),2,1,160,186,224.0,93,2,6
150890,445-00850,0,M,-,Grey,,Active,1,0,POINT (-122.400900202 37.800465503),2,1,161,226,445.0,512,2,59
157454,217-33180,0,M,-,Green,,Active,1,0,POINT (-122.420329202 37.763440798),2,1,162,186,217.0,658,3,6
159011,701-04210,0,M,-,Yellow,,Active,1,0,POINT (-122.420358479 37.779695508),2,1,163,257,701.0,714,2,51
154641,360-09300,0,M,-,Grey,,Active,1,0,POINT (-122.469425199 37.782792299),2,1,164,279,360.0,249,2,62
157847,107-04030,0,M,-,Grey,,Active,1,0,POINT (-122.465406401 37.780686597),2,1,165,279,107.0,518,2,62
154528,446-00530,53,M,-,Grey,,Active,1,0,POINT (-122.416927217 37.778555805),3,1,166,257,446.0,592,5,19
154043,327-00560,0,M,-,Grey,,Active,1,0,POINT (-122.3990371 37.798918298),2,1,167,226,327.0,512,2,59
151960,229-00410,0,M,-,Grey,,Active,1,0,POINT (-122.422285499 37.743911802),2,1,168,261,229.0,180,2,64
155503,363-07190,0,M,-,Green,,Active,1,0,POINT (-122.412038801 37.8014736),2,1,169,226,363.0,715,3,24
161553,568-02392,2,M,-,Black,,Active,1,0,POINT (-122.395483402 37.7912985),3,1,170,281,568.0,856,4,109
151418,202-05750,0,U,UC,Grey,,Unmetered,0,0,POINT (-122.392390301 37.782219899),2,1,171,267,202.0,739,2,44
160690,225-33210,0,M,-,Grey,,Active,1,0,POINT (-122.417016115 37.750669503),2,1,172,261,225.0,339,2,65
151799,470-05120,0,M,-,Grey,,Active,1,0,POINT (-122.396482 37.7882803),2,1,173,281,470.0,739,2,109
152175,441-09680,0,M,-,Grey,,Active,1,0,POINT (-122.439955098 37.715786002),2,1,174,138,441.0,207,2,66
156917,440-63060,0,M,-,Grey,,Active,1,0,POINT (-122.487202501 37.780112001),2,1,175,53,440.0,916,2,32
155550,110-02970,0,M,-,Grey,,Active,1,0,POINT (-122.468782698 37.782877901),2,1,176,279,110.0,249,2,62
159289,384-06050,0,U,U4,Grey,,Unmetered,0,0,POINT (-122.4379517 37.775204402),2,1,177,204,384.0,739,3,31
154025,443-08230,0,U,U1,-,,Unmetered,0,0,POINT (-122.423948698 37.781265999),1,1,178,257,443.0,739,1,67
151492,650-34090,0,M,-,Grey,,Active,1,0,POINT (-122.449016399 37.787874202),2,1,179,232,650.0,329,3,55
157508,330-03800,0,M,-,Grey,,Active,1,0,POINT (-122.393822601 37.7805826),2,1,180,267,330.0,712,2,44
155446,445-13400,0,T,UY,Grey,,Temporarily Inactive,0,1,POINT (-122.4219041 37.797909698),2,1,181,278,445.0,630,2,28
156468,472-03060,0,M,-,Yellow,,Active,1,0,POINT (-122.415847533 37.78375006),2,1,182,278,472.0,639,2,2
150710,471-11006,0,P,-,Grey,,Pay-by-license plate,0,0,POINT (-122.407070435 37.775033739),3,1,183,218,471.0,110,4,3
158267,561-00138,8,M,-,Black,,Active,1,0,POINT (-122.396002901 37.792798598),3,1,184,281,561.0,913,4,109
153964,444-04170,0,M,-,Grey,,Active,1,0,POINT (-122.405708698 37.791130002),2,1,185,281,444.0,431,2,91
155197,419-12180,0,U,U1,-,,Unmetered,0,0,POINT (-122.423046402 37.786014398),1,1,186,278,419.0,739,1,58
160491,667-01040,0,M,-,Grey,,Active,1,0,POINT (-122.4186272 37.772396599),2,1,187,218,667.0,845,2,20
156486,500-05160,0,M,-,Yellow,,Active,1,0,POINT (-122.4041126 37.796380202),2,1,188,281,500.0,845,2,35
159539,415-14180,0,M,-,Grey,,Active,1,0,POINT (-122.432555303 37.782882298),2,1,189,276,415.0,345,2,68
155642,464-05320,0,M,-,Grey,,Active,1,0,POINT (-122.425850921 37.776579183),2,1,190,257,464.0,720,2,51
157060,571-00030,0,M,-,Yellow,,Active,1,0,POINT (-122.402100797 37.789273002),2,1,191,281,571.0,115,2,91
152693,470-09640,0,T,UX,Grey,,Temporarily Inactive,0,1,POINT (-122.4064185 37.780435598),2,1,192,218,470.0,722,2,3
154175,208-02590,0,M,UV,Grey,,Active,1,0,POINT (-122.410333503 37.775319),2,1,193,218,208.0,845,2,3
156248,415-13230,0,T,UY,Grey,,Temporarily Inactive,0,1,POINT (-122.432523099 37.7820523),2,1,194,276,415.0,845,2,68
151105,224-39480,0,M,-,Yellow,,Active,1,0,POINT (-122.431215998 37.751522),2,1,195,180,224.0,181,2,69
155999,413-21470,0,M,UY,Grey,,Active,1,0,POINT (-122.435480201 37.7979924),2,1,196,145,413.0,505,3,143
151550,440-59190,0,M,-,Grey,,Active,1,0,POINT (-122.4832409 37.780023298),2,1,197,53,440.0,916,2,32
157353,444-00040,0,U,U5,-,,Unmetered,0,0,POINT (-122.404834198 37.787065801),1,1,198,281,444.0,739,1,91
158479,121-04120,0,M,-,Grey,,Active,1,0,POINT (-122.480351663 37.779882643),2,1,199,53,121.0,916,2,32
150446,670-01200,20,M,-,Grey,,Active,1,0,POINT (-122.396755401 37.781490902),3,1,200,267,670.0,796,5,1
155169,568-31120,0,M,-,Grey,,Active,1,0,POINT (-122.418600401 37.747751999),2,1,201,261,568.0,180,2,64
159354,471-10580,0,M,-,Black,,Active,1,0,POINT (-122.405715203 37.776105401),2,1,202,218,471.0,914,3,3
160247,418-05180,0,U,U1,-,,Unmetered,0,0,POINT (-122.395061698 37.786958999),1,1,203,267,418.0,739,1,44
152825,700-10410,0,M,-,Grey,,Active,1,0,POINT (-122.420913297 37.755887697),2,1,204,186,700.0,654,3,6
151450,564-01030,0,U,U9,-,,Unmetered,0,0,POINT (-122.422719799 37.771502602),1,1,205,273,564.0,739,1,70
154916,700-04500,0,M,-,Grey,,Active,1,0,POINT (-122.422025302 37.765235),2,1,206,186,700.0,741,3,6
150219,593-04010,0,U,U1,-,,Unmetered,0,0,POINT (-122.411469301 37.785937899),1,1,207,220,593.0,739,1,5
156750,906-00160,13,M,-,Grey,,Active,1,0,POINT (-122.4358894 37.761218303),3,2,208,273,218.0,124,7,71
156436,720-04430,43,M,-,Grey,,Active,1,0,POINT (-122.401338089 37.79568841),3,1,209,281,720.0,823,5,35
152970,370-01190,0,M,-,Grey,,Active,1,0,POINT (-122.418564303 37.764470001),2,1,210,186,370.0,845,2,6
151904,386-03210,0,M,-,Grey,,Active,1,0,POINT (-122.397203799 37.797046698),2,1,211,281,386.0,845,2,91
151271,612-23260,0,T,UY,Grey,,Temporarily Inactive,0,1,POINT (-122.422189599 37.798419301),2,1,212,278,612.0,630,2,28
160340,209-02480,0,M,-,Red,,Active,1,0,POINT (-122.412245823 37.774141312),2,1,213,218,209.0,845,2,3
160454,359-09160,0,M,-,Grey,,Active,1,0,POINT (-122.408519502 37.7940222),2,1,214,226,359.0,580,2,24
161526,651-10130,0,M,-,Grey,,Active,1,0,POINT (-122.402590903 37.799843958),2,1,215,226,651.0,605,2,11
151249,831-04310,0,M,-,Grey,,Active,1,0,POINT (-122.387813899 37.7887425),2,1,216,267,831.0,487,2,44
152376,386-03003,0,P,-,Grey,,Pay-by-license plate,0,0,POINT (-122.397113599 37.796602703),3,1,217,281,,893,4,91
152387,444-08030,0,M,UV,Yellow,,Active,1,0,POINT (-122.4063715 37.794393602),2,1,218,281,444.0,845,2,35
157971,440-63120,0,M,-,Grey,,Active,1,0,POINT (-122.487405801 37.780102898),2,1,219,53,440.0,916,2,32
154652,118-24060,0,M,-,Grey,,Active,1,0,POINT (-122.474538602 37.742867098),2,1,220,96,118.0,130,2,72
153134,864-04600,0,M,-,Grey,,Active,1,0,POINT (-122.388630699 37.788101),2,1,221,267,864.0,131,3,44
