party_id,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,type_of_collision,involves_pedestrian,involves_bicycle,involves_motorcycle,involves_vehicle,ped_action,point,mviw
1,,Driver,East,Making Left Turn,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.437265708 37.773153457),Other Motor Vehicle
2,1.0,Bicyclist,East,Passing Other Vehicle,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.430506857 37.76937557),Other Object
3,,Bicyclist,West,Proceeding Straight,Parked Vehicle,West,Parked,Sideswipe,0,1,0,0,No Pedestrian Involved,POINT (-122.499279855 37.717965025),Bicycle
4,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.476624651 37.758174498),Pedestrian
5,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.485625701 37.776248211),Fixed Object
6,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.454858378 37.768635577),Fixed Object
7,,Driver,West,Proceeding Straight,Bicyclist,West,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.409962755 37.777521687),Other Motor Vehicle
8,1.0,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.444404696 37.799215552),Non-Collision
9,,Driver,South,Making Right Turn,Bicyclist,South,Proceeding Straight,Not Stated,0,1,0,1,No Pedestrian Involved,POINT (-122.423541307 37.779673586),Bicycle
10,2.0,Driver,West,Proceeding Straight,Pedestrian,South,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.440073858 37.774700349),Pedestrian
11,,Bicyclist,Not Stated,Other,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.463780218 37.758538238),Other Object
12,,Driver,South,Proceeding Straight,Driver,East,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.404592616 37.730037196),Other Motor Vehicle
13,,Driver,South,Not Stated,Driver,South,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.423800671 37.761565673),Not Stated
14,,Driver,South,Making Right Turn,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.414106896 37.776707688),Fixed Object
15,,Driver,West,Changing Lanes,Driver,West,Changing Lanes,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.419024939 37.772815821),Other Motor Vehicle
16,,Driver,West,Stopped,Unknown,Unknown,Unknown,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.422977738 37.764851437),Non-Collision
17,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.414150072 37.803040845),Other Object
18,,Driver,South,Slowing/Stopping,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.419290526 37.761117827),Non-Collision
19,,Driver,North,Not Stated,Driver,North,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.388481187 37.789571919),Not Stated
20,,Driver,West,Not Stated,Unknown,Unknown,Unknown,Not Stated,1,0,0,1,Not Stated,POINT (-122.435491871 37.771464412),Not Stated
21,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.415918743 37.711891549),Non-Collision
22,,Other,South,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.39673397 37.767889374),Not Stated
23,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.423618167 37.739825058),Bicycle
24,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.388164094 37.757335557),Non-Collision
25,,Driver,South,Backing,Pedestrian,West,Other,Vehicle/Pedestrian,1,0,0,1,No Pedestrian Involved,POINT (-122.40753423 37.765783299),Pedestrian
26,,Bicyclist,North,Proceeding Straight,Parked Vehicle,North,Parked,Hit Object,0,1,0,0,No Pedestrian Involved,POINT (-122.419738492 37.765773067),Bicycle
27,,Driver,South,Proceeding Straight,Driver,South,Making Left Turn,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.426381708 37.764645688),Other Motor Vehicle
28,,Other,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.399610254 37.801234573),Fixed Object
29,,Bicyclist,Not Stated,Other,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.444746624 37.722966572),Other Object
30,,Pedestrian,Not Stated,Not Stated,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.412158619 37.785947197),Pedestrian
31,,Driver,East,Proceeding Straight,Bicyclist,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.416104162 37.773532376),Bicycle
32,,Driver,South,Changing Lanes,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.421941248 37.773036051),Other Motor Vehicle
33,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.404902758 37.768529107),Fixed Object
34,,Driver,South,Not Stated,Bicyclist,East,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.4298492 37.777919296),Not Stated
35,,Driver,West,Backing,Bicyclist,East,Stopped,Rear End,0,1,0,1,No Pedestrian Involved,POINT (-122.405173537 37.804763213),Bicycle
36,1.0,Driver,South,Backing,Pedestrian,East,Stopped,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.474691813 37.727793597),Pedestrian
37,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.40051983 37.712725821),Not Stated
38,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.506170943 37.735890354),Not Stated
39,,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.4767646 37.743002633),Fixed Object
40,2.0,Driver,South,Proceeding Straight,Bicyclist,South,Passing Other Vehicle,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.434144537 37.733550344),Bicycle
41,,Bicyclist,West,Proceeding Straight,Driver,East,Backing,Rear End,0,1,0,1,No Pedestrian Involved,POINT (-122.395806777 37.765188633),Bicycle
42,,Bicyclist,Not Stated,Other Unsafe Turning,Unknown,Unknown,Unknown,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.40696829 37.77252627),Bicycle
43,,Bicyclist,North,Proceeding Straight,Driver,North,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.417145612 37.781447495),Bicycle
44,1.0,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.41041968 37.778770931),Pedestrian
45,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.405831011 37.78574399),Fixed Object
46,,Bicyclist,Not Stated,Other,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.421879413 37.764843941),Non-Collision
47,1.0,Driver,West,Making Right Turn,Unknown,Unknown,Unknown,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.422508151 37.772655262),Fixed Object
48,,Driver,South,Proceeding Straight,Bicyclist,East,Traveling Wrong Way,Not Stated,0,1,0,1,No Pedestrian Involved,POINT (-122.504179671 37.735378894),Bicycle
49,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.419452584 37.776375536),Non-Collision
50,1.0,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.410292027 37.782230575),Non-Collision
51,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.441671638 37.782233947),Fixed Object
52,,Driver,South,Making Right Turn,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.415719217 37.782710048),Other Motor Vehicle
53,,Driver,West,Not Stated,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.435802541 37.765706993),Other Object
54,,Driver,North,Making Right Turn,Pedestrian,West,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.422669445 37.743942241),Pedestrian
55,1.0,Other,East,Proceeding Straight,Driver,North,Proceeding Straight,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.480206544 37.761558831),Train
56,1.0,Bicyclist,North,Proceeding Straight,Driver,North,Stopped In Road,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.414932759 37.769564377),Bicycle
57,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Vehicle/Pedestrian,1,0,0,1,No Pedestrian Involved,POINT (-122.475128805 37.780498739),Non-Collision
58,1.0,Bicyclist,East,Proceeding Straight,Driver,South,Making Right Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.415908179 37.77527206),Bicycle
59,,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.413105242 37.765447608),Other Motor Vehicle
60,,Pedestrian,East,Proceeding Straight,Driver,South,Making U Turn,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.442790099 37.782878099),Pedestrian
61,1.0,Bicyclist,South,Other,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.430666996 37.733789798),Not Stated
62,1.0,Driver,West,Proceeding Straight,Pedestrian,North,Other,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.473201696 37.743159025),Pedestrian
63,1.0,Bicyclist,East,Other,Driver,South,Entering Traffic,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.407928178 37.765759624),Bicycle
64,,Driver,South,Proceeding Straight,Bicyclist,West,Not Stated,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.426565201 37.80299803),Bicycle
65,1.0,Bicyclist,East,Changing Lanes,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.410275152 37.782291193),Non-Collision
66,,Driver,North,Proceeding Straight,Driver,South,Making Left Turn,Not Stated,1,0,0,1,Not Stated,POINT (-122.414026707 37.771863706),Not Stated
67,1.0,Driver,East,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,,Other Motor Vehicle
68,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.443856557 37.771459765),Other Object
69,1.0,Driver,East,Proceeding Straight,Bicyclist,East,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.454526518 37.74366664),Bicycle
70,,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Not Stated,POINT (-122.400152469 37.79029016),Pedestrian
71,,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.422698659 37.763243323),Other Object
72,,Driver,West,Parking Maneuver,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.418362209 37.777942157),Fixed Object
73,,Driver,East,Stopped In Road,Driver,South,Not Stated,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.420580608 37.76499627),Other Motor Vehicle
74,,Driver,South,Proceeding Straight,Driver,West,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.423982144 37.798552454),Other Motor Vehicle
75,,Pedestrian,North,Proceeding Straight,Driver,West,Making Right Turn,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.410292027 37.782230575),Pedestrian
76,,Driver,Not Stated,Slowing/Stopping,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.410337229 37.78948088),Fixed Object
77,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.458998401 37.783188665),Other Object
78,,Bicyclist,West,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.466790199 37.747207589),Non-Collision
79,1.0,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,1,0,0,1,Not Stated,,Fixed Object
80,,Bicyclist,Not Stated,Other,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.420478164 37.752115066),Not Stated
81,1.0,Bicyclist,South,Making Right Turn,Driver,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.409051004 37.808096259),Bicycle
82,1.0,Driver,North,Proceeding Straight,Driver,West,Making Left Turn,Sideswipe,1,0,0,1,Not in Road,POINT (-122.45903778 37.748447402),Fixed Object
83,,Driver,West,Stopped,Other,West,Proceeding Straight,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.398333148 37.797092054),Non-Collision
84,,Bicyclist,East,Passing Other Vehicle,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.411699932 37.781177218),Non-Collision
85,,Pedestrian,North,Proceeding Straight,Bicyclist,East,Other,Vehicle/Pedestrian,1,0,0,0,Crossing Not in Crosswalk,POINT (-122.412006662 37.78082255),Pedestrian
86,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.406504526 37.767152481),Other Object
87,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.476803132 37.714464603),Other Object
88,1.0,Pedestrian,Not Stated,Proceeding Straight,Driver,East,Stopped In Road,Other,1,0,0,1,Not Stated,POINT (-122.428039265 37.785216413),Other Motor Vehicle
89,,Driver,North,Proceeding Straight,Parked Vehicle,South,Parked,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.395683798 37.757040849),Parked Motor Vehicle
90,1.0,Driver,South,Backing,Pedestrian,Not Stated,Not Stated,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.457035956 37.785954569),Pedestrian
91,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.419577243 37.806780112),Animal
92,1.0,Driver,South,Stopped In Road,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.476809996 37.75870931),Fixed Object
93,,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.423917826 37.781535612),Other Motor Vehicle
94,,Bicyclist,East,Making Left Turn,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.386811647 37.752890378),Other Object
95,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.431574642 37.777699925),Other Motor Vehicle
96,,Driver,South,Not Stated,Pedestrian,East,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.428152692 37.794155594),Not Stated
97,,Driver,Not Stated,Not Stated,Driver,East,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.406667931 37.797864613),Not Stated
98,1.0,Parked Vehicle,South,Parked,Bicyclist,South,Proceeding Straight,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.434134806 37.733585249),Bicycle
99,,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.426869965 37.756555622),Train
100,,Pedestrian,Not Stated,Not Stated,Driver,East,Other,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.421546017 37.782801707),Pedestrian
101,1.0,Pedestrian,North,Other,Driver,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.477924218 37.780331129),Pedestrian
102,1.0,Bicyclist,West,Proceeding Straight,Driver,North,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.419558909 37.752188074),Bicycle
103,,Driver,North,Not Stated,Pedestrian,West,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.442109525 37.787855573),Not Stated
104,,Driver,South,Not Stated,Bicyclist,North,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.47510247 37.734625572),Not Stated
105,,Driver,South,Not Stated,Driver,South,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.453902455 37.771053838),Not Stated
106,1.0,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,0,No Pedestrian Involved,POINT (-122.444746625 37.722966572),Fixed Object
107,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.438934397 37.771027928),Non-Collision
108,1.0,Driver,North,Changing Lanes,Unknown,Unknown,Unknown,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.391121419 37.777553277),Other Object
109,,Driver,North,Proceeding Straight,Pedestrian,West,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk Not at Intersection,POINT (-122.499910737 37.751280506),Pedestrian
110,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.464893665 37.759099109),Other Object
111,,Driver,South,Proceeding Straight,Bicyclist,West,Proceeding Straight,Head-On,0,1,0,1,No Pedestrian Involved,POINT (-122.429127985 37.769456128),Bicycle
112,,Bicyclist,South,Proceeding Straight,Unknown,Unknown,Unknown,Head-On,0,0,0,0,No Pedestrian Involved,POINT (-122.424852599 37.770747746),Fixed Object
113,,Driver,South,Proceeding Straight,Driver,Not Stated,Parked,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.410308572 37.73763549),Parked Motor Vehicle
114,,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.428990052 37.7732478),Pedestrian
115,,Driver,North,Not Stated,Driver,North,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.476684178 37.757968982),Not Stated
116,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.392348748 37.730066819),Non-Collision
117,,Bicyclist,South,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,0,No Pedestrian Involved,POINT (-122.410314233 37.763779938),Non-Collision
118,,Driver,North,Proceeding Straight,Parked Vehicle,North,Not Stated,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.487110778 37.752731678),Other Object
119,,Driver,West,Changing Lanes,Driver,West,Changing Lanes,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.498615715 37.76447583),Fixed Object
120,,Driver,North,Changing Lanes,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.474861113 37.730231231),Non-Collision
121,,Driver,West,Slowing/Stopping,Pedestrian,South,Other,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.397574469 37.789762598),Pedestrian
122,,Driver,North,Not Stated,Unknown,Unknown,Unknown,Not Stated,1,0,0,1,Not Stated,POINT (-122.408007203 37.76924401),Not Stated
123,,Driver,South,Making Left Turn,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,,Fixed Object
124,,Driver,West,Making Right Turn,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.493337781 37.733836434),Fixed Object
125,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.445553217 37.7892745),Non-Collision
126,,Driver,South,Stopped In Road,Bicyclist,South,Proceeding Straight,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.421602251 37.761949961),Other Object
127,,Bicyclist,West,Proceeding Straight,Unknown,Unknown,Unknown,Not Stated,0,0,0,0,No Pedestrian Involved,POINT (-122.408516331 37.7737597),Fixed Object
128,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,0,No Pedestrian Involved,POINT (-122.506865452 37.741673016),Other Object
129,,Driver,North,Not Stated,Driver,South,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.426641499 37.778328564),Not Stated
130,,Bicyclist,South,Not Stated,Unknown,Unknown,Unknown,Not Stated,1,0,0,0,Not Stated,POINT (-122.416071735 37.784448842),Not Stated
131,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.411788514 37.78110725),Non-Collision
132,,Driver,South,Not Stated,Driver,South,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.403435725 37.805184902),Not Stated
133,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.388032736 37.765587979),Non-Collision
134,,Bicyclist,Not Stated,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,0,No Pedestrian Involved,POINT (-122.425941574 37.774861657),Non-Collision
135,1.0,Bicyclist,East,Proceeding Straight,Driver,East,Parked,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.414704387 37.781756381),Bicycle
136,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.411090201 37.761700879),Non-Collision
137,2.0,Driver,South,Proceeding Straight,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,,Other Motor Vehicle
138,,Driver,East,Making Right Turn,Unknown,Unknown,Unknown,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.432023554 37.753024913),Fixed Object
139,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.404992834 37.770951991),Fixed Object
140,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.490538821 37.753620618),Fixed Object
141,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.412512255 37.780478511),Not Stated
142,,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.434557721 37.792471637),Other Motor Vehicle
143,,Driver,West,Not Stated,Pedestrian,Not Stated,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.414053764 37.782794446),Not Stated
144,,Bicyclist,Not Stated,Other,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.472566801 37.724568338),Fixed Object
145,,Other,North,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,0,No Pedestrian Involved,POINT (-122.414711003 37.77623052),Other Object
146,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.459260133 37.740435599),Non-Collision
147,1.0,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.401871129 37.771647746),Not Stated
148,1.0,Driver,East,Parked,Other,East,Other,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.421701944 37.801704265),Fixed Object
149,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.430657735 37.762756938),Not Stated
150,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.431716932 37.749829779),Parked Motor Vehicle
151,,Driver,South,Merging,Parked Vehicle,Not Stated,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.405615267 37.778505105),Parked Motor Vehicle
152,,Driver,East,Ran Off Road,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.41851237 37.718766091),Fixed Object
153,,Driver,West,Proceeding Straight,Bicyclist,West,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,,Bicycle
154,1.0,Driver,East,Stopped In Road,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.407250833 37.797793788),Fixed Object
155,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.452539743 37.765470748),Not Stated
156,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.387743612 37.762481665),Non-Collision
157,1.0,Driver,West,Proceeding Straight,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.411985369 37.780951763),Bicycle
158,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.434655855 37.72461431),Other Motor Vehicle
159,,Bicyclist,West,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.407337131 37.784560134),Bicycle
160,,Bicyclist,East,Stopped In Road,Parked Vehicle,West,Not Stated,Sideswipe,0,0,0,0,No Pedestrian Involved,POINT (-122.492546458 37.737040489),Fixed Object
161,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.398574596 37.741141855),Other Motor Vehicle
162,,Driver,South,Changing Lanes,Bicyclist,South,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.414081619 37.778191797),Bicycle
163,,Driver,West,Proceeding Straight,Driver,North,Proceeding Straight,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.49134262 37.734007858),Other Motor Vehicle
164,,Driver,West,Not Stated,Bicyclist,West,Not Stated,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.424585219 37.771020011),Bicycle
165,,Pedestrian,Not Stated,Proceeding Straight,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.423759358 37.772673974),Pedestrian
166,,Driver,South,Proceeding Straight,Bicyclist,South,Making Left Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.433083398 37.78515094),Bicycle
167,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.386089483 37.746060707),Bicycle
168,,Other,Not Stated,Other,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.421731522 37.763299768),Fixed Object
169,,Driver,North,Other,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.420893659 37.744037632),Other Object
