party_id,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,type_of_collision,involves_pedestrian,involves_bicycle,involves_motorcycle,involves_vehicle,ped_action,point,mviw
40734,1.0,Driver,South,Making U Turn,Bicyclist,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.401329962 37.709428547),Bicycle
40735,1.0,Pedestrian,East,Entering Traffic,Driver,North,Proceeding Straight,Head-On,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.459118409 37.748372276),Pedestrian
40736,1.0,Driver,North,Making Left Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.443347264 37.750082609),Other Motor Vehicle
40737,1.0,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.421056631 37.766599218),Pedestrian
40738,1.0,Bicyclist,West,Parked,Driver,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.397811612 37.784666586),Bicycle
40739,,Pedestrian,South,Proceeding Straight,Driver,East,Making Left Turn,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.441799465 37.715429681),Pedestrian
40740,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.410618453 37.748279494),Other Motor Vehicle
40741,1.0,Driver,South,Proceeding Straight,Driver,South,Entering Traffic,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.409229603 37.783954787),Other Motor Vehicle
40742,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.422312068 37.77361913),Other Motor Vehicle
40743,,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.427451653 37.768574201),Other Motor Vehicle
40744,1.0,Driver,South,Making Left Turn,Bicyclist,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.40882528 37.74960064),Bicycle
40745,1.0,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.399798024 37.788007161),Pedestrian
40746,1.0,Pedestrian,Not Stated,Other,Driver,South,Backing,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.422511592 37.771437348),Pedestrian
40747,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.431253399 37.725106576),Other Motor Vehicle
40748,1.0,Pedestrian,South,Proceeding Straight,Driver,South,Making Left Turn,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.413975007 37.807482514),Pedestrian
40749,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.432030516 37.779953202),Other Motor Vehicle
40750,1.0,Driver,Not Stated,Proceeding Straight,Unknown,Unknown,Unknown,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.431137083 37.730560517),Fixed Object
40751,1.0,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.388047184 37.713629871),Fixed Object
40752,2.0,Pedestrian,East,Entering Traffic,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.418480173 37.7526144),Pedestrian
40753,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.418530149 37.780268837),Other Motor Vehicle
40754,1.0,Driver,South,Stopped In Road,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.396416592 37.783562759),Other Motor Vehicle
40755,1.0,Bicyclist,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.476485969 37.739277342),Bicycle
40756,1.0,Driver,East,Parking Maneuver,Bicyclist,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.482957685 37.763304877),Bicycle
40757,1.0,Driver,East,Proceeding Straight,Bicyclist,South,Proceeding Straight,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.465883163 37.773398205),Not Stated
40758,1.0,Driver,West,Proceeding Straight,Driver,West,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.437482171 37.7798163),Other Motor Vehicle
40759,1.0,Bicyclist,East,Making Left Turn,Driver,South,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.41828787 37.75063965),Bicycle
40760,1.0,Driver,East,Stopped In Road,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.441236412 37.799130675),Other Motor Vehicle
40761,1.0,Pedestrian,Not Stated,Not Stated,Driver,South,Backing,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.413676361 37.780926855),Pedestrian
40762,1.0,Driver,West,Ran Off Road,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.417609444 37.770407418),Fixed Object
40763,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.476423522 37.754242188),Other Motor Vehicle
40764,1.0,Driver,East,Changing Lanes,Unknown,Unknown,Unknown,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.414741222 37.778719429),Other Object
40765,,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.418465027 37.787966286),Pedestrian
40766,1.0,Driver,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.414613141 37.738383652),Other Motor Vehicle
40767,1.0,Driver,South,Making Left Turn,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.412969667 37.785789585),Other Motor Vehicle
40768,,Driver,East,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.455271075 37.743048665),Other Motor Vehicle
40769,1.0,Bicyclist,South,Changing Lanes,Driver,South,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.437503418 37.72105432),Bicycle
40770,1.0,Driver,West,Proceeding Straight,Parked Vehicle,West,Not Stated,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.478930239 37.772810288),Parked Motor Vehicle
40771,,Driver,East,Making Left Turn,Bicyclist,East,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.415505179 37.781654262),Bicycle
40772,1.0,Driver,East,Making Right Turn,Bicyclist,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.431585326 37.777698563),Bicycle
40773,1.0,Driver,West,Other Unsafe Turning,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.418311434 37.7732048),Bicycle
40774,1.0,Driver,East,Making U Turn,Driver,East,Proceeding Straight,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.406493837 37.748803745),Motor Vehicle on Other Roadway
40775,1.0,Driver,Not Stated,Making Right Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.397385539 37.782553593),Pedestrian
40776,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.439934386 37.73485681),Other Motor Vehicle
40777,1.0,Driver,South,Backing,Pedestrian,East,Proceeding Straight,Not Stated,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.41985413 37.755325821),Pedestrian
40778,1.0,Driver,South,Proceeding Straight,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.51034132 37.764000833),Other Motor Vehicle
40779,1.0,Pedestrian,South,Proceeding Straight,Driver,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.424431566 37.775785934),Pedestrian
40780,1.0,Pedestrian,South,Other,Driver,West,Not Stated,Other,1,0,0,1,No Pedestrian Involved,POINT (-122.426538464 37.766267922),Other Object
40781,1.0,Driver,West,Making Right Turn,Pedestrian,South,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.406910504 37.737965866),Pedestrian
40782,1.0,Bicyclist,North,Proceeding Straight,Driver,North,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.43461577 37.724924103),Bicycle
40783,1.0,Bicyclist,East,Proceeding Straight,Driver,East,Making Left Turn,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.447037738 37.7298904),Bicycle
40784,1.0,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.447672442 37.710748523),Pedestrian
40785,,Driver,West,Proceeding Straight,Parked Vehicle,South,Parked,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.410306784 37.716379254),Parked Motor Vehicle
40786,1.0,Driver,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.396379519 37.781750283),Motor Vehicle on Other Roadway
40787,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.485112386 37.716106399),Other Motor Vehicle
40788,1.0,Bicyclist,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.419705448 37.753769701),Bicycle
40789,1.0,Driver,West,Making U Turn,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.412779478 37.806679182),Bicycle
40790,1.0,Driver,West,Entering Traffic,Driver,West,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.432850464 37.774666065),Other Motor Vehicle
40791,1.0,Pedestrian,North,Proceeding Straight,Bicyclist,East,Proceeding Straight,Rear End,1,0,0,0,Crossing Not in Crosswalk,POINT (-122.40733704 37.784560142),Pedestrian
40792,1.0,Driver,West,Backing,Pedestrian,West,Stopped In Road,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.404874594 37.768530804),Pedestrian
40793,1.0,Driver,East,Proceeding Straight,Parked Vehicle,South,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.480336927 37.763420293),Parked Motor Vehicle
40794,1.0,Driver,East,Changing Lanes,Driver,East,Proceeding Straight,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.432486277 37.773852306),Not Stated
40795,1.0,Driver,East,Proceeding Straight,Parked Vehicle,Not Stated,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.471240069 37.773161982),Other Motor Vehicle
40796,1.0,Driver,South,Proceeding Straight,Bicyclist,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.41231703 37.757099691),Other Object
40797,1.0,Driver,South,Slowing/Stopping,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.470433671 37.735652968),Other Motor Vehicle
40798,1.0,Driver,North,Proceeding Straight,Driver,Not Stated,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.47647499 37.754061283),Other Motor Vehicle
40799,1.0,Driver,East,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.394766746 37.777258914),Other Motor Vehicle
40800,1.0,Pedestrian,North,Entering Traffic,Driver,East,Proceeding Straight,Head-On,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.420011835 37.790664093),Pedestrian
40801,1.0,Driver,North,Making Left Turn,Bicyclist,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.422526345 37.771595104),Bicycle
40802,1.0,Pedestrian,North,Entering Traffic,Driver,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.410385999 37.782211785),Pedestrian
40803,,Driver,North,Stopped In Road,Bicyclist,North,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.39739307 37.798730373),Bicycle
40804,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.457163088 37.721843075),Pedestrian
40805,1.0,Bicyclist,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.396530638 37.778326831),Bicycle
40806,1.0,Driver,North,Other Unsafe Turning,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.436468165 37.722465218),Other Motor Vehicle
40807,1.0,Driver,North,Making U Turn,Other,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.420210436 37.7882227),Other Motor Vehicle
40808,1.0,Driver,East,Proceeding Straight,Parked Vehicle,West,Stopped,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.388212647 37.722052739),Parked Motor Vehicle
40809,1.0,Driver,West,Changing Lanes,Driver,West,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.402976367 37.778136947),Other Motor Vehicle
40810,,Driver,East,Proceeding Straight,Pedestrian,East,Other,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.409134369 37.770820242),Pedestrian
40811,1.0,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.434562099 37.784151864),Other Motor Vehicle
40812,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.431293843 37.728729549),Other Motor Vehicle
40813,1.0,Driver,East,Making Left Turn,Bicyclist,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.421425213 37.760101294),Bicycle
40814,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.479503961 37.771268576),Fixed Object
40815,1.0,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.388001121 37.755389885),Pedestrian
40816,1.0,Driver,East,Slowing/Stopping,Unknown,Unknown,Unknown,Hit Object,1,0,0,1,Not Stated,POINT (-122.406562228 37.78266623),Fixed Object
40817,1.0,Driver,North,Stopped In Road,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.390438258 37.735572813),Other Motor Vehicle
40818,,Bicyclist,South,Making Right Turn,Pedestrian,North,Proceeding Straight,Other,1,0,0,0,Not in Road,POINT (-122.408066548 37.783991487),Pedestrian
40819,1.0,Driver,West,Proceeding Straight,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.408904727 37.783384918),Bicycle
40820,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.457068388 37.710110915),Other Motor Vehicle
40821,1.0,Driver,West,Proceeding Straight,Driver,West,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.439310776 37.783400356),Other Motor Vehicle
40822,2.0,Driver,East,Proceeding Straight,Driver,East,Entering Traffic,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.40154445 37.776813646),Other Motor Vehicle
40823,1.0,Driver,North,Proceeding Straight,Driver,North,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.474975524 37.722557878),Other Motor Vehicle
40824,1.0,Driver,East,Making Right Turn,Bicyclist,North,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.388091095 37.74240512),Bicycle
40825,1.0,Driver,North,Proceeding Straight,Driver,South,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.421948585 37.788489643),Motor Vehicle on Other Roadway
40826,1.0,Pedestrian,South,Proceeding Straight,Driver,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.412577701 37.785838853),Pedestrian
40827,1.0,Bicyclist,East,Traveling Wrong Way,Driver,South,Making Right Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.404257985 37.738712585),Bicycle
40828,1.0,Driver,West,Making Left Turn,Bicyclist,East,Proceeding Straight,Head-On,0,1,0,1,No Pedestrian Involved,POINT (-122.421886446 37.764917378),Bicycle
40829,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.43864741 37.73308765),Other Motor Vehicle
40830,1.0,Driver,South,Proceeding Straight,Parked Vehicle,South,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.39925505 37.787579277),Parked Motor Vehicle
40831,1.0,Driver,East,Making Left Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.42033834 37.756948908),Other Motor Vehicle
40832,1.0,Driver,North,Making Left Turn,Driver,South,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.413105242 37.765447608),Other Motor Vehicle
40833,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.479378475 37.771608797),Other Motor Vehicle
40834,1.0,Driver,South,Making Left Turn,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.407813487 37.768353721),Other Motor Vehicle
40835,1.0,Driver,North,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.411610117 37.773769346),Other Motor Vehicle
40836,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.40378222 37.738793895),Other Motor Vehicle
40837,1.0,Driver,West,Proceeding Straight,Pedestrian,South,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.413676361 37.780926855),Pedestrian
40838,1.0,Driver,West,Backing,Pedestrian,South,Stopped In Road,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.39787688 37.780555852),Pedestrian
40839,1.0,Driver,South,Proceeding Straight,Driver,South,Changing Lanes,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.411671946 37.776273803),Other Motor Vehicle
40840,1.0,Driver,South,Proceeding Straight,Driver,South,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.472572454 37.717173869),Other Motor Vehicle
40841,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.493668922 37.732335788),Other Motor Vehicle
40842,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.416071735 37.784448842),Other Motor Vehicle
40843,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.429554057 37.776044286),Other Object
40844,1.0,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.435624141 37.767327959),Pedestrian
40845,1.0,Driver,West,Proceeding Straight,Driver,West,Making U Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.442020544 37.731573966),Other Motor Vehicle
40846,,Driver,North,Making Right Turn,Pedestrian,East,Proceeding Straight,Not Stated,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.43295473 37.801221429),Not Stated
40847,1.0,Bicyclist,East,Proceeding Straight,Driver,North,Making Left Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.423353436 37.70925095),Bicycle
40848,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.450655239 37.789517501),Other Motor Vehicle
40849,1.0,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.493293078 37.729352835),Fixed Object
40850,1.0,Driver,East,Making Left Turn,Pedestrian,Not Stated,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.435103824 37.786800885),Pedestrian
40851,,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.415862793 37.748212151),Pedestrian
40852,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.419846149 37.77848953),Other Motor Vehicle
40853,1.0,Driver,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.424538965 37.745435717),Motor Vehicle on Other Roadway
40854,1.0,Bicyclist,East,Passing Other Vehicle,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.415188015 37.778421997),Fixed Object
40855,1.0,Driver,East,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.422086793 37.780821048),Other Motor Vehicle
40856,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.402398892 37.799384918),Pedestrian
40857,1.0,Driver,Not Stated,Proceeding Straight,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.433974474 37.729303494),Pedestrian
40858,1.0,Driver,East,Proceeding Straight,Driver,South,Making Left Turn,Broadside,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.413668844 37.748255329),Other Motor Vehicle
40859,,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.462972001 37.76231577),Other Motor Vehicle
40860,,Driver,East,Proceeding Straight,Bicyclist,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.3995075 37.796926431),Bicycle
40861,1.0,Driver,East,Proceeding Straight,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.406910504 37.737965866),Other Motor Vehicle
40862,1.0,Driver,South,Making Left Turn,Pedestrian,East,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.407159488 37.779738906),Pedestrian
40863,1.0,Driver,North,Traveling Wrong Way,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.387756281 37.752835612),Other Motor Vehicle
40864,,Driver,West,Changing Lanes,Driver,West,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.399616233 37.780791483),Other Motor Vehicle
40865,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.41996301 37.745475733),Other Motor Vehicle
40866,1.0,Driver,West,Proceeding Straight,Driver,West,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.495626153 37.772047801),Other Motor Vehicle
40867,1.0,Bicyclist,East,Making Left Turn,Unknown,Unknown,Unknown,Hit Object,0,1,0,0,No Pedestrian Involved,POINT (-122.398485547 37.751045931),Bicycle
40868,,Bicyclist,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.405221172 37.788693992),Bicycle
40869,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.421692761 37.795572033),Other Object
40870,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.389751875 37.779539846),Other Motor Vehicle
40871,1.0,Driver,North,Proceeding Straight,Bicyclist,West,Proceeding Straight,Broadside,1,1,0,1,Crossing in Crosswalk at Intersection,POINT (-122.445891326 37.772941008),Bicycle
40872,1.0,Driver,West,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.437129195 37.788487863),Other Motor Vehicle
40873,1.0,Bicyclist,South,Proceeding Straight,Driver,East,Making Right Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.412843801 37.762229214),Bicycle
40874,1.0,Driver,East,Making Left Turn,Bicyclist,North,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.419512737 37.763429273),Bicycle
40875,1.0,Driver,East,Making Left Turn,Other,Not Stated,Not Stated,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.418921371 37.757249756),Fixed Object
40876,1.0,Driver,West,Proceeding Straight,Parked Vehicle,East,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.499952885 37.740107179),Other Motor Vehicle
40877,1.0,Driver,East,Proceeding Straight,Parked Vehicle,Not Stated,Not Stated,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.448957993 37.77166874),Parked Motor Vehicle
40878,1.0,Driver,East,Making Left Turn,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.422328955 37.79036966),Other Motor Vehicle
40879,,Driver,North,Parking Maneuver,Bicyclist,North,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.42361786 37.805103481),Bicycle
40880,,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,Sideswipe,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.440061199 37.786179583),Pedestrian
40881,1.0,Driver,West,Proceeding Straight,Pedestrian,North,Not Stated,Sideswipe,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.40399102 37.798206593),Pedestrian
40882,,Driver,East,Proceeding Straight,Pedestrian,Not Stated,Not Stated,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.460807696 37.730207185),Pedestrian
40883,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.436944442 37.771016359),Non-Collision
40884,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.463849778 37.759515719),Other Motor Vehicle
40885,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.418135252 37.749041287),Other Motor Vehicle
40886,1.0,Bicyclist,North,Making Left Turn,Driver,South,Stopped,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.401220684 37.782072958),Bicycle
40887,1.0,Driver,South,Proceeding Straight,Driver,East,Entering Traffic,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.469769991 37.782701905),Other Motor Vehicle
40888,1.0,Driver,North,Proceeding Straight,Driver,East,Making Left Turn,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.401656681 37.771817125),Other Motor Vehicle
