location_id,tb_latitude,tb_longitude,police_district
113,37.75796898154229,-122.47668417760882,TARAVAL
114,37.73006681858849,-122.39234874781933,BAYVIEW
115,37.763779937764944,-122.41031423343222,MISSION
116,37.75273167781385,-122.48711077793855,TARAVAL
117,37.7644758300204,-122.4986157150456,TARAVAL
118,37.73023123113368,-122.47486111278744,TARAVAL
119,37.789762597639104,-122.39757446881258,SOUTHERN
120,37.769244010130464,-122.40800720338336,MISSION
121,37.73383643405883,-122.49333778055642,TARAVAL
122,37.78927449949999,-122.445553217,RICHMOND
123,37.76194996069823,-122.4216022508924,MISSION
124,37.7737597004875,-122.40851633075717,SOUTHERN
125,37.741673016261615,-122.5068654520295,TARAVAL
126,37.778328563702765,-122.42664149900595,NORTHERN
127,37.78444884163286,-122.41607173542177,TENDERLOIN
128,37.78110725010001,-122.411788514,SOUTHERN
129,37.805184901865246,-122.40343572541153,CENTRAL
130,37.76558797850228,-122.38803273616531,BAYVIEW
131,37.77486165716509,-122.42594157412574,NORTHERN
132,37.78175638117425,-122.41470438719512,TENDERLOIN
133,37.76170087904448,-122.4110902007772,MISSION
135,37.75302491250476,-122.43202355380816,MISSION
136,37.77095199069999,-122.40499283399996,SOUTHERN
137,37.753620617600006,-122.490538821,TARAVAL
138,37.7804785114673,-122.41251225543157,SOUTHERN
139,37.79247163709999,-122.434557721,NORTHERN
140,37.7827944462295,-122.41405376445913,TENDERLOIN
141,37.72456833763104,-122.4725668014972,TARAVAL
142,37.77623052030064,-122.414711003362,SOUTHERN
143,37.7404355987138,-122.45926013301812,INGLESIDE
144,37.77164774641376,-122.40187112946258,SOUTHERN
145,37.801704264805,-122.42170194358808,NORTHERN
146,37.7627569383,-122.430657735,MISSION
147,37.749829779,-122.431716932,MISSION
148,37.778505104840846,-122.40561526736116,SOUTHERN
149,37.7187660911223,-122.4185123700138,INGLESIDE
150,37.797793788097074,-122.4072508326612,CENTRAL
151,37.76547074795023,-122.4525397434614,PARK
152,37.762481664964064,-122.38774361243593,BAYVIEW
153,37.78095176338274,-122.41198536926288,SOUTHERN
154,37.72461431012034,-122.43465585524903,INGLESIDE
155,37.78456013388504,-122.4073371310118,SOUTHERN
156,37.73704048897038,-122.49254645772484,TARAVAL
157,37.7411418548172,-122.39857459645609,BAYVIEW
158,37.77819179672953,-122.4140816186116,SOUTHERN
159,37.73400785822956,-122.49134261961544,TARAVAL
160,37.771020011104426,-122.42458521882314,SOUTHERN
161,37.772673973774445,-122.42375935835533,NORTHERN
162,37.78515094035272,-122.43308339785844,NORTHERN
163,37.7460607072568,-122.3860894833186,BAYVIEW
164,37.76329976808636,-122.42173152236032,MISSION
165,37.74403763238558,-122.42089365920326,INGLESIDE
166,37.78794215260032,-122.41115197191505,CENTRAL
167,37.762889455922746,-122.4285153776512,MISSION
168,37.778851717647775,-122.3927497872032,SOUTHERN
169,37.78589290073104,-122.41973873387002,NORTHERN
170,37.77921327364032,-122.4471999640846,PARK
171,37.716896259905646,-122.43528495802472,INGLESIDE
172,37.71645954551779,-122.4410195624394,INGLESIDE
173,37.772951853278975,-122.44589352712916,PARK
174,37.7748156042609,-122.42420774416384,NORTHERN
175,37.74827927577096,-122.41449229643604,MISSION
176,37.75729764409999,-122.41454146799998,MISSION
177,37.77664400758261,-122.43984423636604,PARK
178,37.778657855853446,-122.41658034356932,NORTHERN
179,37.77885092811495,-122.43004726557298,NORTHERN
180,37.766539575910336,-122.422043813584,MISSION
181,37.77779901160099,-122.40029775920712,SOUTHERN
182,37.77603932137727,-122.40252409619654,SOUTHERN
183,37.7954085268,-122.41154153099995,CENTRAL
184,37.77303605095425,-122.42194124753816,SOUTHERN
185,37.77555816292355,-122.41865858340272,SOUTHERN
186,37.726447188564045,-122.4405169945638,INGLESIDE
187,37.780992259099975,-122.46431862299995,RICHMOND
188,37.76447397539766,-122.42184397948677,MISSION
189,37.73990197409999,-122.39968548799996,BAYVIEW
190,37.76271133709998,-122.49641456099998,TARAVAL
191,37.74877289788138,-122.42257106267203,MISSION
192,37.77941975826637,-122.40232870498863,SOUTHERN
193,37.727634126994445,-122.40359288926372,BAYVIEW
194,37.77142839482849,-122.4539795229074,PARK
195,37.769932666219965,-122.3863741556233,BAYVIEW
196,37.784906862348144,-122.46241630242643,RICHMOND
197,37.8081107538,-122.409050495,CENTRAL
198,37.79489769019999,-122.418179079,CENTRAL
