OBJECTID,POST_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,STREET_ID,STREET_NAME,STREET_NUM,STREET_SEG_CTRLN_ID,LONGITUDE,LATITUDE,WORK_ORDER,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,ON_OFFSTREET_TYPE_DESC,METER_STATUS,METER_TYPE_DESC,GEO_POINT,LOCATION_GRID,IS_ACTIVE,IS_TEMPORARY,PARKING_ZONE
156452,654-05270,0,ON,SFMTA,23.0,654051,M,-,SS,MacKay,mkBeacon,Grey,654.0,SHRADER ST,527.0,11855000.0,-122.4519713949,37.7695642725,,122,122-2,A-3,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,POINT (-122.451971395 37.769564272),Haight Ashbury,5,3,25,25,7,11,ON_STREET,Active,Single-space,POINT(-122.4519713949 37.7695642725),-122.452_37.77,True,False,23.0_Haight Ashbury_5
161071,224-37560,0,ON,SFMTA,28.0,224372,U,UB,SS,IPS,M5,Grey,224.0,24TH ST,3756.0,1358000.0,-122.4266246983,37.7517986026,,,,O-3,,,POINT (-122.426624698 37.751798603),Noe Valley,8,22,52,52,3,5,ON_STREET,Unmetered,Single-space,POINT(-122.4266246983 37.7517986026),-122.427_37.752,False,False,28.0_Noe Valley_8
150943,720-04150,15,ON,SFMTA,1.0,720041,M,-,MS,MacKay,Elite,Grey,720.0,WASHINGTON ST,415.0,13406000.0,-122.4008449984,37.795751498,,M-222,M222-1,G-2,Washington St: 200 - 400,Washington St. 400,POINT (-122.400844998 37.795751498),Chinatown,3,6,108,108,6,3,ON_STREET,Active,Multi-space,POINT(-122.4008449984 37.795751498),-122.401_37.796,True,False,1.0_Chinatown_3
150430,304-01050,0,ON,SFMTA,15.0,304011,U,U5,-,-,-,-,304.0,AUSTIN ST,105.0,5791000.0,-122.4206854996,37.7890995973,,,,D-1,,,POINT (-122.4206855 37.789099597),Nob Hill,3,21,50,50,4,3,ON_STREET,Unmetered,Unknown,POINT(-122.4206854996 37.7890995973),-122.421_37.789,False,False,15.0_Nob Hill_3
158969,328-00070,0,ON,SFMTA,1.0,328001,U,U3,-,-,-,-,328.0,BEALE ST,7.0,2863000.0,-122.3969915972,37.7921971017,,,,M-1,,,POINT (-122.396991597 37.792197102),Financial District/South Beach,6,8,108,108,6,10,ON_STREET,Unmetered,Unknown,POINT(-122.3969915972 37.7921971017),-122.397_37.792,False,False,1.0_Financial District/South Beach_6
154959,500-06020,0,ON,SFMTA,12.0,500062,T,UD,SS,IPS,M5,Grey,500.0,JACKSON ST,602.0,7369000.0,-122.4053077024,37.7962304008,,DPT MOS,DPT MOS,G-3,,,POINT (-122.405307702 37.796230401),Chinatown,3,6,104,104,6,3,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4053077024 37.7962304008),-122.405_37.796,False,True,12.0_Chinatown_3
156854,370-01240,0,ON,SFMTA,4.0,370012,M,-,SS,IPS,M5,Grey,370.0,CAPP ST,124.0,3673000.0,-122.4186949988,37.7643131976,,DPT MOS,DPT MOS,R-2,,,POINT (-122.418694999 37.764313198),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4186949988 37.7643131976),-122.419_37.764,True,False,4.0_Mission_9
155660,444-03100,0,ON,SFMTA,1.0,444032,M,-,SS,IPS,M5,Red,444.0,GRANT AVE,310.0,6387000.0,-122.4053690021,37.7897672997,,204,204-1,I-3,Grant Ave: Unit -1500,Grant: Unit - 300,POINT (-122.405369002 37.7897673),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4053690021 37.7897672997),-122.405_37.79,True,False,1.0_Financial District/South Beach_3
156609,686-06450,0,ON,SFMTA,3.0,686061,M,-,SS,IPS,M5,Yellow,686.0,TURK ST,645.0,12723000.0,-122.4201435984,37.7819624011,,416,416-1,J-3,Turk St: 100 - 900,Turk Unit-700,POINT (-122.420143598 37.781962401),Tenderloin,5,36,21,21,4,10,ON_STREET,Active,Single-space,POINT(-122.4201435984 37.7819624011),-122.42_37.782,True,False,3.0_Tenderloin_5
155593,568-02391,1,ON,SFMTA,1.0,568021,M,-,MS,MacKay,Tango,Black,568.0,MISSION ST,239.0,9085000.0,-122.3954744001,37.7913056974,,M-403,M403-1,M-1,Mission St: Mint St,Mission St: 200,POINT (-122.3954744 37.791305697),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Active,Multi-space,POINT(-122.3954744001 37.7913056974),-122.395_37.791,True,False,1.0_Financial District/South Beach_6
160030,210-04540,0,ON,SFMTA,14.0,210042,M,-,SS,IPS,M5,Grey,210.0,10TH ST,454.0,490000.0,-122.4100112018,37.770451298800005,,DPT MOS,DPT MOS,N-2,,,POINT (-122.410011202 37.770451299),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4100112018 37.770451298800005),-122.41_37.77,True,False,14.0_South of Market_6
154690,568-28420,0,ON,SFMTA,29.0,568282,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,2842.0,9126000.0,-122.4184111987,37.7509806015,,306,306-2,R-4,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,POINT (-122.418411199 37.750980602),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4184111987 37.7509806015),-122.418_37.751,True,False,29.0_Mission_9
151651,568-37340,0,ON,SFMTA,29.0,568372,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,3734.0,9145000.0,-122.4244660006,37.73633219760001,,315,315-2,O-3,Diamond St: Mission St,Mission,POINT (-122.424466001 37.736332198),Bernal Heights,8,2,61,61,9,5,ON_STREET,Active,Single-space,POINT(-122.4244660006 37.73633219760001),-122.424_37.736,True,False,29.0_Bernal Heights_8
155070,384-32060,0,ON,SFMTA,7.0,384322,M,-,SS,MacKay,mkBeacon,Grey,384.0,DIVISADERO ST,3206.0,4829000.0,-122.4426403974,37.7993482006,,216,216-52,F-2,Lombard St: 2000 - 2400,Lombard 2100-2400  | Chestnut 2000-2400,POINT (-122.442640397 37.799348201),Marina,2,13,17,17,4,6,ON_STREET,Active,Single-space,POINT(-122.4426403974 37.7993482006),-122.443_37.799,True,False,7.0_Marina_2
157310,336-03290,0,ON,SFMTA,1.0,336031,M,UV,SS,IPS,M5,Yellow,336.0,BUSH ST,329.0,3425000.0,-122.4032412001,37.7908039008,,209,209-1,I-2,Bush St: 100 - 900 Sutter St,Bush: 200 - 900,POINT (-122.4032412 37.790803901),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4032412001 37.7908039008),-122.403_37.791,True,False,1.0_Financial District/South Beach_3
160939,571-00090,0,ON,SFMTA,1.0,571001,M,-,SS,IPS,M5,Yellow,571.0,MONTGOMERY ST,9.0,9297000.0,-122.4021244009,37.7893877,,221,221-1,I-2,Montgomery St: Unit - 600,Montgomery: Unit - 600,POINT (-122.402124401 37.7893877),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4021244009 37.7893877),-122.402_37.789,True,False,1.0_Financial District/South Beach_3
158280,700-01370,0,ON,SFMTA,16.0,700011,U,UC,SS,IPS,M5,Grey,700.0,VALENCIA ST,137.0,13053000.0,-122.4223304984,37.7706410986,,,,R-2,,,POINT (-122.422330498 37.770641099),Mission,6,20,32,32,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.4223304984 37.7706410986),-122.422_37.771,False,False,16.0_Mission_6
155125,205-05500,0,ON,SFMTA,2.0,205052,U,UB,SS,IPS,M5,Grey,205.0,05TH ST,550.0,305000.0,-122.3990547021,37.7766855013,,,,N-4,,,POINT (-122.399054702 37.776685501),South of Market,6,34,32,32,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3990547021 37.7766855013),-122.399_37.777,False,False,2.0_South of Market_6
151255,857-17110,0,ON,PORT,11.0,857171,M,-,SS,MacKay,mkBeacon,Black,857.0,MONTGOMERY ST,1711.0,9321000.0,-122.4052605294,37.80490807420001,,605,605-2,Port 1,Chestnut St; Mongomery St,Chestnut,POINT (-122.405260529 37.804908074),North Beach,3,23,18,18,6,3,ON_STREET,Active,Single-space,POINT(-122.4052605294 37.80490807420001),-122.405_37.805,True,False,11.0_North Beach_3
150109,703-01040,0,ON,SFMTA,10.0,703012,T,U8,SS,IPS,M5,Grey,703.0,VICENTE ST,104.0,13236000.0,-122.4672316999,37.7398800001,,320,320-1,A-1,West Portal Ave: Unit - 300,West Portal,POINT (-122.4672317 37.73988),West of Twin Peaks,7,41,46,46,10,8,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4672316999 37.7398800001),-122.467_37.74,False,True,10.0_West of Twin Peaks_7
157962,907-00100,0,OFF,SFMTA,35.0,584002,M,-,SS,IPS,M5,Grey,584.0,NORTON ST,20.0,9714000.0,-122.435290301,37.7250229985,,921,921,O-2,Mission - Excelsior Sts: Lot,Excelsior Lot,POINT (-122.435290301 37.725022998),Outer Mission,11,28,94,94,9,1,OFF_STREET,Active,Single-space,POINT(-122.435290301 37.7250229985),-122.435_37.725,True,False,35.0_Outer Mission_11
155430,363-01410,0,ON,SFMTA,12.0,363013,M,-,SS,IPS,M5,Grey,363.0,COLUMBUS AVE,141.0,4289000.0,-122.4053915997,37.796868001,,202,202-3,G-3,Columbus Ave: Unit - 1100,Columbus,POINT (-122.4053916 37.796868001),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4053915997 37.796868001),-122.405_37.797,True,False,12.0_Chinatown_3
158075,463-01090,0,ON,SFMTA,2.0,463011,T,UX,SS,IPS,M5,Grey,463.0,HAWTHORNE ST,109.0,6810000.0,-122.3974073005,37.7844124985,,DPT MOS,DPT MOS,M-2,,,POINT (-122.3974073 37.784412498),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.3974073005 37.7844124985),-122.397_37.784,False,True,2.0_Financial District/South Beach_6
151757,354-20090,0,ON,SFMTA,7.0,354201,U,U8,SS,MacKay,mkBeacon,Green,354.0,CHESTNUT ST,2009.0,3977000.0,-122.4365970005,37.8007083991,,,,F-2,,,POINT (-122.436597001 37.800708399),Marina,2,13,17,17,4,6,ON_STREET,Unmetered,Single-space,POINT(-122.4365970005 37.8007083991),-122.437_37.801,False,False,7.0_Marina_2
152214,336-06120,0,ON,SFMTA,1.0,336062,M,-,SS,IPS,M5,Grey,336.0,BUSH ST,612.0,3434000.0,-122.4076289979,37.7903686007,,209,209-2,I-4,Bush St: 100 - 900 Sutter St,Bush: 400 - 900,POINT (-122.407628998 37.790368601),Nob Hill,3,21,16,16,6,3,ON_STREET,Active,Single-space,POINT(-122.4076289979 37.7903686007),-122.408_37.79,True,False,1.0_Nob Hill_3
161800,440-36090,0,ON,SFMTA,20.0,440361,M,-,SS,IPS,M5,Red,440.0,GEARY BLVD,3609.0,6056101.0,-122.4581313112,37.7811623205,,126,126-3,B-1,Geary St: 2400 - 4800,Geary2600-3100,POINT (-122.458131311 37.78116232),Lone Mountain/USF,2,18,12,12,8,4,ON_STREET,Active,Single-space,POINT(-122.4581313112 37.7811623205),-122.458_37.781,True,False,20.0_Lone Mountain/USF_2
150119,215-15390,0,ON,SFMTA,4.0,215151,M,-,SS,IPS,M5,Grey,215.0,15TH ST,1539.0,650000.0,-122.4192383976,37.766662198,,DPT MOS,DPT MOS,R-2,,,POINT (-122.419238398 37.766662198),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4192383976 37.766662198),-122.419_37.767,True,False,4.0_Mission_9
158726,666-08290,0,ON,SFMTA,13.0,666081,M,-,SS,IPS,M5,Grey,666.0,SUTTER ST,829.0,12326000.0,-122.4146802013,37.7883920976,,209,209-3,J-2,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,POINT (-122.414680201 37.788392098),Nob Hill,3,21,50,50,6,3,ON_STREET,Active,Single-space,POINT(-122.4146802013 37.7883920976),-122.415_37.788,True,False,13.0_Nob Hill_3
151298,463-01010,0,ON,SFMTA,2.0,463011,T,UX,SS,IPS,M5,Yellow,463.0,HAWTHORNE ST,101.0,6810000.0,-122.3976131991,37.784575398,,DPT MOS,DPT MOS,M-2,,,POINT (-122.397613199 37.784575398),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.3976131991 37.784575398),-122.398_37.785,False,True,2.0_Financial District/South Beach_6
150679,581-13030,0,ON,SFMTA,25.0,581131,M,-,SS,IPS,M5,Green,581.0,NORIEGA ST,1303.0,9654000.0,-122.4777697974,37.7541069005,,322,322-1,A-2,Noriega St: 1200 - 1400,Noriega,POINT (-122.477769797 37.754106901),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4777697974 37.7541069005),-122.478_37.754,True,False,25.0_Sunset/Parkside_4
152228,614-09160,0,ON,SFMTA,15.0,614092,M,-,SS,IPS,M5,Grey,614.0,POST ST,916.0,10638000.0,-122.4172054175,37.787243502,,113,113-3,E-2,Post - Geary - O Farrell,Ofarrell 100-800 Post 900-700,POINT (-122.417205417 37.787243502),Nob Hill,3,21,50,50,6,3,ON_STREET,Active,Single-space,POINT(-122.4172054175 37.787243502),-122.417_37.787,True,False,15.0_Nob Hill_3
150241,666-06400,0,ON,SFMTA,13.0,666062,U,U1,-,-,-,-,666.0,SUTTER ST,640.0,12324000.0,-122.411756599,37.7888857973,,,,J-2,,,POINT (-122.411756599 37.788885797),Nob Hill,3,21,50,50,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.411756599 37.7888857973),-122.412_37.789,False,False,13.0_Nob Hill_3
155347,470-00550,0,ON,SFMTA,1.0,470001,T,UX,SS,IPS,M5,Grey,470.0,HOWARD ST,55.0,7028000.0,-122.3917788022,37.7917706025,,DPT MOS,DPT MOS,M-1,,,POINT (-122.391778802 37.791770602),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.3917788022 37.7917706025),-122.392_37.792,False,True,1.0_Financial District/South Beach_6
158663,323-00250,0,ON,SFMTA,4.0,323001,M,-,SS,IPS,M5,Yellow,323.0,BARTLETT ST,25.0,2742000.0,-122.4198883024,37.7564834998,,334,334-53,R-3,Mission St: 2100 - 2400,Bartlett: 22nd-24th,POINT (-122.419888302 37.7564835),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4198883024 37.7564834998),-122.42_37.756,True,False,4.0_Mission_9
161565,661-01440,44,ON,SFMTA,1.0,661012,T,U9,MS,MacKay,Elite,Black,661.0,STEVENSON ST,144.0,12166000.0,-122.4013905988,37.7884035026,,M-422,M422-1,M-2,Natoma St:,Jessie St,POINT (-122.401390599 37.788403503),Financial District/South Beach,6,8,108,108,6,10,ON_STREET,Temporarily Inactive,Multi-space,POINT(-122.4013905988 37.7884035026),-122.401_37.788,False,True,1.0_Financial District/South Beach_6
161668,568-22300,0,ON,SFMTA,4.0,568222,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,2230.0,9120000.0,-122.4193640982,37.7609354024,,334,334-2,R-3,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.419364098 37.760935402),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4193640982 37.7609354024),-122.419_37.761,True,False,4.0_Mission_9
159112,401-05310,0,ON,SFMTA,13.0,401051,M,-,SS,IPS,M5,Grey,401.0,ELLIS ST,531.0,5176000.0,-122.4156014174,37.7844466062,,415,415-1,E-1,Ellis St: Unit - 900,Ellis Unit-300,POINT (-122.415601417 37.784446606),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4156014174 37.7844466062),-122.416_37.784,True,False,13.0_Tenderloin_5
161304,581-23240,0,ON,SFMTA,25.0,581232,M,-,SS,IPS,M5,Grey,581.0,NORIEGA ST,2324.0,9664000.0,-122.4887614006,37.753797301,,332,332-2,A-2,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.488761401 37.753797301),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4887614006 37.753797301),-122.489_37.754,True,False,25.0_Sunset/Parkside_4
153103,330-08930,0,ON,SFMTA,42.0,330081,T,U6,SS,IPS,M5,Grey,330.0,BRANNAN ST,893.0,3088000.0,-122.4051437021,37.7714017005,,DPT MOS,DPT MOS,S-1,,,POINT (-122.405143702 37.7714017),South of Market,6,34,33,33,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4051437021 37.7714017005),-122.405_37.771,False,True,42.0_South of Market_6
155536,568-31540,0,ON,SFMTA,29.0,568312,T,UK,SS,IPS,M5,Grey,568.0,MISSION ST,3154.0,9130000.0,-122.4192170014,37.7467976016,,307,307-2,R-5,Mission St: 3100 - 3500,29th / Duncan / Mission / Valenc,POINT (-122.419217001 37.746797602),Bernal Heights,9,2,83,83,9,2,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4192170014 37.7467976016),-122.419_37.747,False,True,29.0_Bernal Heights_9
151583,568-31270,0,ON,SFMTA,29.0,568311,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,3127.0,9129000.0,-122.4186439977,37.7473324005,,307,307-1,R-5,Mission St: 3100 - 3500,Kingston / Mission / Precita,POINT (-122.418643998 37.7473324),Bernal Heights,9,2,83,83,9,2,ON_STREET,Active,Single-space,POINT(-122.4186439977 37.7473324005),-122.419_37.747,True,False,29.0_Bernal Heights_9
154333,490-08210,0,ON,SFMTA,24.0,490081,M,-,SS,MacKay,mkBeacon,Grey,490.0,IRVING ST,821.0,7286000.0,-122.4668581018,37.7639385992,,121,121-1,A-4,Outer Irving St: 600 - 1000,Irving (Outer),POINT (-122.466858102 37.763938599),Inner Sunset,7,14,109,109,10,11,ON_STREET,Active,Single-space,POINT(-122.4668581018 37.7639385992),-122.467_37.764,True,False,24.0_Inner Sunset_7
156037,568-04120,0,ON,SFMTA,1.0,568042,U,U8,SS,IPS,M5,Yellow,568.0,MISSION ST,412.0,9087000.0,-122.3971468021,37.7901991018,,,,M-1,,,POINT (-122.397146802 37.790199102),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3971468021 37.7901991018),-122.397_37.79,False,False,1.0_Financial District/South Beach_6
151832,614-22140,0,ON,SFMTA,18.0,614222,M,-,SS,MacKay,mkBeacon,Grey,614.0,POST ST,2214.0,10651000.0,-122.4386212022,37.7845219997,,103,103-2,C-1,Divisadero St: Sacramento St,Divisadero - Sacramento,POINT (-122.438621202 37.784522),Japantown,5,15,103,103,4,11,ON_STREET,Active,Single-space,POINT(-122.4386212022 37.7845219997),-122.439_37.785,True,False,18.0_Japantown_5
161946,720-03380,38,ON,SFMTA,1.0,720032,M,-,MS,MacKay,Elite,Grey,720.0,WASHINGTON ST,338.0,13405000.0,-122.3996344001,37.7960464013,,M-222,M222-2,G-2,Washington St: 200 - 400,"Washington St: 200, 300, 500",POINT (-122.3996344 37.796046401),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Multi-space,POINT(-122.3996344001 37.7960464013),-122.4_37.796,True,False,1.0_Financial District/South Beach_3
150901,500-06260,0,ON,SFMTA,12.0,500062,M,UV,SS,IPS,M5,Grey,500.0,JACKSON ST,626.0,7370000.0,-122.4060151015,37.7961425976,,DPT MOS,DPT MOS,G-3,,,POINT (-122.406015102 37.796142598),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4060151015 37.7961425976),-122.406_37.796,True,False,12.0_Chinatown_3
157242,612-22090,0,ON,SFMTA,15.0,612221,M,-,SS,IPS,M5,Yellow,612.0,POLK ST,2209.0,10577000.0,-122.4220988003,37.7971932021,,412,412-1,D-2,Polk St: 100 - 2400,Polk 1800-2400,POINT (-122.4220988 37.797193202),Russian Hill,3,32,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4220988003 37.7971932021),-122.422_37.797,True,False,15.0_Russian Hill_3
155896,355-11710,0,ON,SFMTA,28.0,355111,U,U5,-,-,-,-,355.0,CHURCH ST,1171.0,4026000.0,-122.4273575002,37.7518726987,,,,O-3,,,POINT (-122.4273575 37.751872699),Noe Valley,8,22,52,52,3,5,ON_STREET,Unmetered,Unknown,POINT(-122.4273575002 37.7518726987),-122.427_37.752,False,False,28.0_Noe Valley_8
150642,330-08500,0,ON,SFMTA,42.0,330082,M,-,SS,MacKay,mkBeacon,Black,330.0,BRANNAN ST,850.0,3088000.0,-122.4045046994,37.7721459017,,418,418-2,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.404504699 37.772145902),South of Market,6,34,33,33,1,10,ON_STREET,Active,Single-space,POINT(-122.4045046994 37.7721459017),-122.405_37.772,True,False,42.0_South of Market_6
151747,681-27030,0,ON,SFMTA,6.0,681271,M,-,SS,IPS,M5,Yellow,681.0,TAYLOR ST,2703.0,12465000.0,-122.4157167189,37.8074326066,,201,201-52,F-1,Fishermans Wharf,Fishermans Wharf,POINT (-122.415716719 37.807432607),North Beach,3,23,99,99,6,3,ON_STREET,Active,Single-space,POINT(-122.4157167189 37.8074326066),-122.416_37.807,True,False,6.0_North Beach_3
157915,691-15280,0,ON,SFMTA,8.0,691152,M,-,SS,MacKay,mkBeacon,Grey,691.0,UNION ST,1528.0,12864000.0,-122.4250492022,37.7984789972,,215,215-1,F-2,Union St:1500-2200 Fillmore St,Union,POINT (-122.425049202 37.798478997),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4250492022 37.7984789972),-122.425_37.798,True,False,8.0_Marina_2
160924,415-32020,0,ON,SFMTA,7.0,415322,M,UY,SS,MacKay,mkBeacon,Green,415.0,FILLMORE ST,3202.0,5565000.0,-122.4358350017,37.7991328024,,215,215-2,F-2,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.435835002 37.799132802),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4358350017 37.7991328024),-122.436_37.799,True,False,7.0_Marina_2
159699,115-03910,0,ON,SFMTA,21.0,115031,M,-,SS,IPS,M5,Red,115.0,15TH AVE,391.0,608000.0,-122.4740684999,37.7809713975,,118,118-2,B-3,Geary St: 5000 - 5200,Geary,POINT (-122.4740685 37.780971398),Outer Richmond,1,29,5,5,8,4,ON_STREET,Active,Single-space,POINT(-122.4740684999 37.7809713975),-122.474_37.781,True,False,21.0_Outer Richmond_1
161298,440-56020,0,ON,SFMTA,21.0,440562,T,U8,SS,IPS,M5,Grey,440.0,GEARY BLVD,5602.0,6077201.0,-122.4795960018,37.7804638007,,DPT MOS,DPT MOS,B-3,,,POINT (-122.479596002 37.780463801),Outer Richmond,1,29,8,8,8,4,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4795960018 37.7804638007),-122.48_37.78,False,True,21.0_Outer Richmond_1
158937,563-03620,62,ON,SFMTA,3.0,563032,T,U1,MS,MacKay,Elite,Green,563.0,MCALLISTER ST,362.0,8893000.0,-122.418477399,37.7803867989,,M-401,M401-2,J-4,Grove St: Fulton St: McAlliste,"Grove St: Unit, 100, 300",POINT (-122.418477399 37.780386799),Tenderloin,5,36,21,21,4,10,ON_STREET,Temporarily Inactive,Multi-space,POINT(-122.418477399 37.7803867989),-122.418_37.78,False,True,3.0_Tenderloin_5
157071,418-05100,0,ON,SFMTA,2.0,418052,U,U1,-,-,-,-,418.0,FOLSOM ST,510.0,5657000.0,-122.3948632979,37.787115399600005,,,,M-2,,,POINT (-122.394863298 37.7871154),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3948632979 37.787115399600005),-122.395_37.787,False,False,2.0_Financial District/South Beach_6
157791,568-06470,0,ON,SFMTA,1.0,568063,M,-,SS,IPS,M5,Yellow,568.0,MISSION ST,647.0,9093000.0,-122.4007441976,37.7871527997,,DPT MOS,DPT MOS,M-2,,,POINT (-122.400744198 37.7871528),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4007441976 37.7871527997),-122.401_37.787,True,False,1.0_Financial District/South Beach_6
155800,108-02960,0,ON,SFMTA,9.0,108022,M,-,SS,IPS,M5,Black,108.0,08TH AVE,296.0,388000.0,-122.4665039999,37.7829873011,,125,125-2,B-2,Clement St: Unit - 1100,Clement,POINT (-122.466504 37.782987301),Inner Richmond,1,11,5,5,8,4,ON_STREET,Active,Single-space,POINT(-122.4665039999 37.7829873011),-122.467_37.783,True,False,9.0_Inner Richmond_1
151568,444-15110,0,ON,SFMTA,12.0,444151,M,UY,SS,IPS,M5,Grey,444.0,GRANT AVE,1511.0,6406000.0,-122.4077133981,37.8010198985,,204,204-5,G-4,Grant Ave: Unit -1500,Grant: 1200 - 1500,POINT (-122.407713398 37.801019898),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4077133981 37.8010198985),-122.408_37.801,True,False,12.0_North Beach_3
160507,223-33070,0,ON,SFMTA,4.0,223331,M,-,SS,IPS,M5,Yellow,223.0,23RD ST,3307.0,1265000.0,-122.4190005974,37.7537652989,,302,302-2,R-4,Mission St: 2500 - 2700,Mission 2500-2700,POINT (-122.419000597 37.753765299),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4190005974 37.7537652989),-122.419_37.754,True,False,4.0_Mission_9
160738,336-04320,0,ON,SFMTA,1.0,336042,M,-,SS,IPS,M5,Grey,336.0,BUSH ST,432.0,3430000.0,-122.4050324016,37.7906983,,209,209-2,I-4,Bush St: 100 - 900 Sutter St,Bush: 400 - 900,POINT (-122.405032402 37.7906983),Financial District/South Beach,3,8,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4050324016 37.7906983),-122.405_37.791,True,False,1.0_Financial District/South Beach_3
153691,411-01020,0,ON,SFMTA,3.0,411012,U,U1,-,-,-,-,411.0,FELL ST,102.0,5440000.0,-122.419746615,37.7764052038,,,,J-5,,,POINT (-122.419746615 37.776405204),Hayes Valley,5,9,21,21,4,11,ON_STREET,Unmetered,Unknown,POINT(-122.419746615 37.7764052038),-122.42_37.776,False,False,3.0_Hayes Valley_5
159288,823-00140,0,ON,PORT,11.0,823002,M,-,SS,IPS,M5,Grey,823.0,CHESTNUT ST,14.0,3950000.0,-122.4040751995,37.8049568002,,605,605-2,Port 1,Chestnut St; Mongomery St,Chestnut,POINT (-122.404075199 37.8049568),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.4040751995 37.8049568002),-122.404_37.805,True,False,11.0_Financial District/South Beach_3
